delivery_id,DeliveryID,order_id,OrderID,customer_id,CustomerID,carrier,Carrier,tracking_number,TrackingNum,dispatch_date,DispatchDate,estimated_delivery,EstimatedDelivery,actual_delivery,ActualDelivery,delivery_status,DeliveryStatus,delivery_attempts,Attempts,weight_kg,Weight,dimensions,Dimensions,delivery_address,DeliveryAddress,city,City,state,State,country,Country,signature_required,SignatureRequired,delivered_to,DeliveredTo,delivery_notes,SLA_met,SLAMet,return_initiated,ReturnInitiated,return_reason,tmp_del
DEL0000890,NULL,ORD0001993,ORD0001993,CUST000984,CUST000984,UPS,FedEx,OK861930450,TRK16687489,2021-05-06,2021-05-06,05/08/2021,null,N/A,2021-05-16,Failed,In Transit,5,5,9.15 kg,33.83 kg,12x18x13 cm,12x18x13 cm,8045 Ln Philadelphia,Philadelphia,Philadelphia,NaN,CA,CA,usa,FR,0,0,Left at door,Left at door,Ring bell,No,No,true,true,Damaged,
DEL0000891,DEL0000891,ORD0004027,ORD0004027,CUST001916,CUST001916,DHL,UPS,EA414987936,TRK56353811,15-03-2020,2020-03-15,03/28/2020,2020-03-28,03/19/2020,2020-03-19,delivered,In Transit,3,1,49.13 kg,11040.0 g,23x44x9 cm,23x44x9 cm,1530 Blvd Sydeny,Sydeny,Sydeny,Sydeny,CA,CA,NaN,JP,FALSE,FALSE,Recipient,,,Yes,Yes,FALSE,TRUE,,
DEL0000892,DEL0000892,ORD0002327,ORD0002327,CUST000886,CUST000886,dhl,DHL,VI116948838,TRK88971738,23-12-2021,2021-12-23,02-01-2022,2022-01-02,2021-12-30,2021-12-30,Pending,Delivered,1,NULL,57.93 lbs,36.6 kg,43x21x14 cm,NaN,"Austin, TX",7802 Dr Austin,N/A,Austin,TX,TX,USA,null,TRUE,TRUE,Left at door,Left at door,Call before delivery,Yes,Yes,No,FALSE,,
DEL0000893,DEL0000893,ORD0003222,ORD0003222,CUST001185,CUST001185,Amazon Logistics,DHL,GO111727918,TRK10473215,2021-01-22,2021-01-22,24-01-2021,2021-01-24,,2021-01-28,In Transit,Returned,3,2,30.36 kg,40.91 kg,48x50x2 cm,48x50x2 cm,"2098 Elm St, Houston, TX 61235",null,Houston,,TX,TX,US,US,0,Y,N/A,Left at door,NULL,No,No,true,N,Quality issue,
DEL0000894,DEL0000894,ORD0001988,ORD0001988,CUST000038,N/A,FedEx,FedEx,QH364475204,TRK64785381,14-12-2023,2023-12-14,12/24/2023,2023-12-24,2023-12-29,,Delivered,Failed,3,5,49.11 kg,20.9 lbs,16x44x3 cm,16x44x3 cm,"Los Angeles, CA",,Los Angeles,Los Angeles,CA,CA,US,US,0,1,,Recipient,Ring bell,No,No,yes,no,,
DEL0000895,DEL0000895,ORD0004654,ORD0004654,null,CUST001643,DHL,NaN,JS322300283,TRK24613256,2021-07-30,2021-07-30,08/01/2021,2021-08-01,08/01/2021,2021-08-01,delivered,Delivered,3,3,11540.0 g,22160.0 g,18x7x24 cm,18x7x24 cm,"5025 Lake St, San Franciso, IL 89423",5737 Ln San Franciso,San Franciso,San Franciso,IL,IL,United States,US,yes,No,Left at door,Neighbor,<br/>handle with care,Yes,Yes,yes,N,Damaged,
DEL0000896,DEL0000896,ORD0002615,,NaN,CUST000376,USPS,USPS,DS793224947,TRK50727457,04-10-2022,2022-10-04,2022-10-11,2022-10-11,2022-10-07,null,Returned,Delivered,2,null,22.01,101.23 lbs,43x25x9 cm,43x25x9 cm,5481 Ln Chicago,"Chicago, NY",Chicago,Chicago,NY,NY,U.S.A,US,no,1,,Recipient,Call before delivery,Yes,Yes,true,No,,
DEL0000897,DEL0000897,ORD0000252,ORD0000252,CUST001802,CUST001802,ups,FedEx,AE613073946,TRK47087730,2023-01-25,2023-01-25,2023-02-02,2023-02-02,02/09/2023,2023-02-09,delivered,Delivered,5,,35.8,3230.0 g,49x21x3 cm,49x21x3 cm,San Franciso,San Franciso,San Franciso,San Franciso,TX,TX,United States,DE,FALSE,no,NULL,Recipient,Call before delivery,,No,false,NULL,Wrong item,
DEL0000898,DEL0000898,ORD0001214,ORD0001214,CUST000920,CUST000920,DHL,USPS,,N/A,13-09-2020,2020-09-13,09/27/2020,2020-09-27,,,pending,Failed,4,5,28430.0 g,9.18 kg,22x47x27 cm,22x47x27 cm,San Diego,"San Diego, FL",,San Diego,FL,FL,U.S.A,IN,TRUE,Y,,Recipient,Call before delivery,Yes,Yes,0,Yes,Not delivered,
DEL0000899,DEL0000899,ORD0004204,ORD0004204,CUST001897,CUST001897,FedEx,DHL,FK290583287,TRK53422575,2021-10-28,2021-10-28,2021-10-31,2021-10-31,11/11/2021,2021-11-11,NULL,In Transit,4,2,38.48 lbs,70.63 lbs,,48x52x7 cm,4308 Ln San Jose,San Jose,San Jose,San Jose,IL,IL,NaN,US,false,0,,Neighbor,Fragile,No,No,TRUE,Yes,Not delivered,
DEL0000900,DEL0000900,ORD0002444,NULL,CUST000431,CUST000431,OnTrac,DHL,FT132804706,TRK64280353,10-03-2023,2023-03-10,2023-03-15,2023-03-15,,,delivered,In Transit,1,3,89.61 lbs,16.25 kg,53x54x13 cm,53x54x13 cm,"8892 Main St, Jacksonville, TX 81366","7179 Elm St, Jacksonville, TX 46222",Jacksonville,Jacksonville,TX,TX,United States of America,US,N/A,false,N/A,Neighbor,Fragile,No,No,0,false,,
DEL0000901,,ORD0000224,ORD0000224,CUST000921,CUST000921,Amazon Logistics,DHL,NI951808391,null,05/26/2020,2020-05-26,2020-06-07,2020-06-07,2020-06-13,2020-06-13,Delivered,Returned,4,4,2930.0 g,17860.0 g,13x46x6 cm,13x46x6 cm,,"San Franciso, PA",San Franciso,San Franciso,PA,PA,United States,JP,,N,Left at door,,,No,No,N,FALSE,,
DEL0000902,DEL0000902,ORD0004561,ORD0004561,N/A,CUST001842,Amazon Logistics,UPS,OD631370890,TRK82898806,2023-12-12,2023-12-12,12/20/2023,2023-12-20,12/23/2023,2023-12-23,In Transit,Delivered,5,3,N/A,22.28 kg,9x9x10 cm,9x9x10 cm,"San Jose, CA",San Jose,San Jose,San Jose,CA,CA,usa,IN,1,yes,Neighbor,Left at door,,NaN,No,no,No,,
DEL0000903,DEL0000903,ORD0004553,ORD0004553,,CUST001491,Amazon Logistics,UPS,,TRK81796392,2021-03-24,2021-03-24,03-04-2021,2021-04-03,,2021-03-25,In Transit,Returned,null,2,29710.0 g,6.9 kg,NULL,45x7x14 cm,"San Diego, CA","San Diego, CA",San Diego,null,CA,CA,US,US,1,1,,Left at door,Call before delivery,Yes,Yes,1,TRUE,Changed mind,
DEL0000904,DEL0000904,null,ORD0002204,CUST001523,CUST001523,USPS,DHL,MH643005728,TRK76220942,21-09-2022,N/A,09/29/2022,2022-09-29,10/09/2022,2022-10-09,in_transit,Delivered,2,2,10420.0 g,9960.0 g,14x11x29 cm,14x11x29 cm,3590 Ave Philadelphia,"Philadelphia, CA",Philadelphia,NULL,CA,CA,U.S.A,JP,Y,1,N/A,Neighbor,Fragile,No,No,0,Y,,
DEL0000905,DEL0000905,ORD0000447,ORD0000447,CUST001073,CUST001073,Amazon Logistics,UPS,null,TRK30133726,29-01-2022,2022-01-29,02-02-2022,2022-02-02,,2022-02-02,in_transit,Failed,,5,33160.0 g,31.46,51x51x19 cm,51x51x19 cm,"4138 Oak St, San Antonio, TX 21186",6040 Ln San Antonio,San Antonio,San Antonio,TX,TX,U.S.A,DE,No,Y,Neighbor,Recipient,∑ emoji 📦,Yes,null,0,N,Damaged,null
DEL0000906,DEL0000906,ORD0003285,ORD0003285,CUST000643,CUST000643,USPS,UPS,CP879598015,TRK91722952,2020-10-26,2020-10-26,2020-11-07,2020-11-07,11/15/2020,,pending,Delivered,3,null,26240.0 g,15360.0 g,,26x29x11 cm,"Phoenix, IL",5422 Blvd Phoenix,Phoenix,Phoenix,IL,IL,usa,FR,no,true,Reception,Neighbor,Fragile,No,No,0,false,NaN,null
DEL0000907,DEL0000907,ORD0003132,ORD0003132,CUST001616,CUST001616,DHL,DHL,SN395782779,TRK34699337,null,2021-10-14,10/20/2021,2021-10-20,10/26/2021,2021-10-26,Returned,Returned,5,4,42.07 lbs,31.65 kg,39x8x22 cm,39x8x22 cm,"Los Angeles, NY","941 Elm St, Los Angeles, NY 69253",Los Angeles,Los Angeles,NY,NY,usa,FR,Yes,true,Left at door,Recipient,Call before delivery,No,No,N,no,,
DEL0000908,null,ORD0004125,ORD0004125,CUST001081,CUST001081,USPS,DHL,ZD814835804,TRK13926065,09/27/2021,2021-09-27,10/03/2021,2021-10-03,,2021-10-07,delivered,Failed,5,5,NaN,16700.0 g,13x31x23 cm,13x31x23 cm,6680 Dr San Antonio,"3133 Elm St, San Antonio, NY 13484",San Antonio,San Antonio,NY,NY,US,DE,yes,FALSE,Reception,,Call before delivery,No,No,FALSE,no,Changed mind,
DEL0000909,DEL0000909,ORD0004097,ORD0004097,CUST001830,CUST001830,LaserShip,NaN,PQ556099129,TRK99346081,01/14/2023,2023-01-14,,2023-01-21,02/02/2023,2023-02-02,null,,4,3,49.3 lbs,33.36 kg,45x41x30 cm,45x41x30 cm,San Franciso,4023 Dr San Franciso,San Franciso,San Franciso,TX,TX,US,IN,Yes,Y,NaN,Neighbor,Ring bell,No,No,true,TRUE,Quality issue,
DEL0000910,DEL0000910,ORD0001070,ORD0001070,CUST000841,CUST000841,dhl,DHL,JS997889426,TRK57703854,08/16/2022,2022-08-16,22-08-2022,2022-08-22,08/28/2022,,Returned,NULL,1,5,45.53 lbs,10940.0 g,25x18x24 cm,25x18x24 cm,N/A,8022 Blvd Chcago,Chcago,Chcago,FL,FL,USA,IN,false,yes,Reception,,Call before delivery,No,No,FALSE,Y,N/A,
DEL0000911,DEL0000911,ORD0000399,ORD0000399,CUST001613,CUST001613,ups,FedEx,CQ771750674,TRK53625173,03/25/2022,2022-03-25,2022-03-30,2022-03-30,,2022-03-25,pending,Failed,5,3,39.51,43.66 kg,60x55x28 cm,60x55x28 cm,"8256 Main St, San Diego, TX 91046",San Diego,San Diego,NULL,TX,TX,USA,IN,FALSE,false,Reception,Left at door,Call before delivery,Yes,Yes,N,Yes,Changed mind,
DEL0000912,DEL0000912,,ORD0004033,CUST000837,CUST000837,DHL,UPS,RI413544217,TRK85297918,12/05/2021,2021-12-05,12/19/2021,2021-12-19,2021-12-08,2021-12-08,delivered,Returned,2,3,36170.0 g,24.54 lbs,38x14x10 cm,38x14x10 cm,N/A,San Franciso,San Franciso,San Franciso,FL,FL,United States of America,JP,No,TRUE,Recipient,,,Yes,Yes,0,No,Wrong item,
DEL0000913,NaN,ORD0002796,ORD0002796,CUST000816,CUST000816,LaserShip,FedEx,WS198527673,TRK42782536,06/15/2023,2023-06-15,2023-06-24,2023-06-24,06/24/2023,2023-06-24,Failed,Delivered,1,1,NULL,10.65 lbs,12x55x19 cm,,"Londn, TX",Londn,Londn,Londn,TX,TX,usa,IN,true,No,Reception,Left at door,,Yes,Yes,Y,Y,Damaged,
DEL0000914,DEL0000914,ORD0002969,ORD0002969,CUST000837,CUST000837,USPS,UPS,KO122951806,TRK19247167,03/06/2020,2020-03-06,09-03-2020,2020-03-09,03/07/2020,,,Delivered,4,3,8.85 kg,35720.0 g,46x17x5 cm,46x17x5 cm,7648 Ln Houston,"Houston, IL",Houston,Houston,IL,IL,usa,FR,0,N,Recipient,Left at door,Leave at door,Yes,Yes,NULL,true,,
DEL0000915,DEL0000915,ORD0004764,ORD0004764,CUST001254,CUST001254,null,USPS,DR218592400,TRK88049364,06/15/2022,2022-06-15,06/21/2022,2022-06-21,2022-06-19,NaN,Out for Delivery,Returned,1,5,20.73 lbs,N/A,17x33x8 cm,17x33x8 cm,"Chicago, NY","1195 Elm St, Chicago, NY 18237",Chicago,Chicago,NY,NY,United States of America,DE,No,0,Recipient,Neighbor,<br/>handle with care,Yes,Yes,Y,Yes,Not delivered,
DEL0000916,DEL0000916,,ORD0001845,CUST000569,CUST000569,UPS,FedEx,XM684174101,TRK34141325,23-03-2022,2022-03-23,2022-04-03,2022-04-03,,,DELIVERED,Returned,1,2,27590.0 g,21.19,null,21x26x2 cm,2664 Blvd Chicago,Chicago,Chicago,N/A,CA,CA,U.S.A,FR,true,yes,,,Call before delivery,Yes,Yes,1,1,,NULL
DEL0000917,DEL0000917,ORD0004498,,CUST001674,CUST001674,UPS,DHL,AG594620484,TRK44875510,05/07/2020,2020-05-07,05/19/2020,2020-05-19,N/A,,pending,Failed,4,2,17310.0 g,11.63,55x24x18 cm,55x24x18 cm,6422 Ave Houston,"476 Oak St, Houston, CA 22906",Houston,Houston,CA,CA,,JP,TRUE,true,Neighbor,Neighbor,,Yes,Yes,TRUE,1,,
DEL0000918,DEL0000918,ORD0003126,ORD0003126,CUST001791,CUST001791,UPS,USPS,UA105019993,TRK71767286,2021-11-26,2021-11-26,12/04/2021,2021-12-04,11/30/2021,,DELIVERED,Failed,1,5,8010.0 g,47960.0 g,35x19x5 cm,35x19x5 cm,NaN,Austin,Austin,Austin,CA,CA,NaN,IN,true,0,Neighbor,Recipient,,Yes,Yes,no,true,Changed mind,
DEL0000919,N/A,ORD0003117,ORD0003117,CUST001328,CUST001328,dhl,FedEx,XX751565731,TRK27423593,11/10/2022,2022-11-10,2022-11-11,2022-11-11,2022-11-23,2022-11-23,Failed,In Transit,2,1,2.03 kg,48.43 kg,,37x35x15 cm,"San Franciso, FL",San Franciso,San Franciso,San Franciso,FL,FL,usa,US,false,Yes,,Left at door,∑ emoji 📦,No,No,yes,true,Changed mind,
DEL0000920,DEL0000920,ORD0001127,ORD0001127,CUST000684,CUST000684,DHL,DHL,OU798188249,TRK11722666,NULL,2020-10-05,10/14/2020,2020-10-14,10/19/2020,2020-10-19,Out for Delivery,,5,1,80.04 lbs,18.73,NULL,21x5x28 cm,Chcago,,Chcago,Chcago,IL,IL,usa,FR,Y,No,,Left at door,<br/>handle with care,N/A,No,TRUE,no,Wrong item,NaN
DEL0000921,NaN,ORD0002728,ORD0002728,CUST000256,CUST000256,fedex,USPS,BS709786758,TRK21705719,2022-05-22,2022-05-22,05/28/2022,2022-05-28,2022-06-02,2022-06-02,Returned,In Transit,1,5,16930.0 g,32240.000000000004 g,NULL,37x49x23 cm,Dallas,Dallas,Dallas,Dallas,TX,TX,US,DE,false,No,,,∑ emoji 📦,No,No,false,0,Changed mind,
DEL0000922,DEL0000922,ORD0000508,ORD0000508,CUST001326,CUST001326,,DHL,TR275029303,TRK81258420,14-06-2022,2022-06-14,2022-06-25,2022-06-25,2022-06-19,,NULL,Returned,N/A,3,9.98,25.05,56x51x9 cm,56x51x9 cm,Los Angeles,Los Angeles,Los Angeles,Los Angeles,TX,TX,usa,US,N,TRUE,N/A,Recipient,null,Yes,Yes,TRUE,1,Not delivered,
DEL0000915,DEL0000923,ORD0002602,ORD0002602,CUST000492,,FedEx,UPS,IC960401843,TRK62092003,09-07-2020,2020-07-09,16-07-2020,2020-07-16,2020-07-12,2020-07-12,Pending,Failed,5,1,25.86 lbs,8380.0 g,43x45x21 cm,43x45x21 cm,"2318 Main St, San Jose, NY 66194","1707 Lake St, San Jose, NY 12264",San Jose,San Jose,NY,NY,usa,IN,Y,1,,Left at door,<br/>handle with care,Yes,Yes,TRUE,0,Quality issue,
DEL0000924,,ORD9201844,ORD9201844,CUST000129,CUST000129,dhl,FedEx,NaN,TRK35309006,2023-09-06,2023-09-06,09/16/2023,2023-09-16,,2023-09-15,In Transit,NaN,3,1,48.34,43.55 kg,,51x14x12 cm,"1225 Elm St, Philadelphia, IL 31520",Philadelphia,Philadelphia,Philadelphia,IL,IL,United States,FR,no,TRUE,N/A,Recipient,Fragile,Yes,Yes,,yes,Damaged,
DEL0000925,DEL0000925,ORD0002634,ORD0002634,CUST001436,CUST001436,OnTrac,DHL,FJ294321928,TRK29614924,22-04-2022,2022-04-22,NaN,2022-04-27,,2022-04-20,delivered,Returned,3,3,15.06 lbs,4000.0 g,60x26x10 cm,60x26x10 cm,"Dallas, FL","9257 Main St, Dallas, FL 15872",Dallas,Dallas,FL,FL,U.S.A,DE,FALSE,Yes,Reception,,∑ emoji 📦,Yes,Yes,yes,No,Wrong item,
DEL0000926,DEL0000926,,null,CUST001639,CUST001639,USPS,FedEx,VN964940958,N/A,19-07-2023,,2023-07-20,2023-07-20,07/20/2023,null,Delivered,In Transit,3,4,30.9,40.43 kg,34x14x8 cm,34x14x8 cm,New York,New York,NULL,New York,TX,TX,United States,DE,yes,TRUE,Left at door,Recipient,,Yes,Yes,Y,N,,
DEL0000927,DEL0000927,ORD0003328,ORD0003328,CUST001263,CUST001263,Amazon Logistics,USPS,SY369096603,TRK21294945,02/21/2020,,28-02-2020,2020-02-28,03/05/2020,2020-03-05,Failed,Failed,3,4,50.21 lbs,49.44,12x54x23 cm,,"Tokyoo, IL",Tokyoo,Tokyoo,NaN,N/A,IL,US,FR,0,false,N/A,Left at door,,No,No,no,Yes,,
DEL0000928,DEL0000928,ORD0003149,ORD0003149,CUST000256,CUST000256,LaserShip,USPS,YN252325937,TRK45248705,2023-05-28,2023-05-28,05/30/2023,2023-05-30,2023-06-12,2023-06-12,Lost,Failed,1,1,23.48 kg,46.43 kg,5x41x25 cm,5x41x25 cm,"Dallas, IL","Dallas, IL",Dallas,Dallas,N/A,IL,U.S.A,US,Y,false,Recipient,Recipient,Fragile,N/A,No,N,0,,
DEL0000929,DEL0000929,ORD0003873,ORD0003873,CUST001623,CUST001623,DHL,USPS,QJ573022154,TRK96656656,09/21/2023,2023-09-21,01-10-2023,NaN,09/22/2023,,pending,Delivered,3,5,31.86 lbs,12.8 kg,36x39x3 cm,36x39x3 cm,,"Sydeny, IL",Sydeny,Sydeny,IL,IL,usa,DE,true,no,Recipient,,Fragile,Yes,Yes,no,0,Not delivered,
DEL0000930,null,ORD0003954,ORD0003954,CUST000395,CUST000395,ups,UPS,NA820165928,TRK43513747,04-04-2022,2022-04-04,2022-04-10,2022-04-10,2022-04-20,,Pending,In Transit,1,1,36580.0 g,35.73,54x21x12 cm,54x21x12 cm,"2887 Park St, Los Angeles, TX 23414","Los Angeles, TX",Los Angeles,Los Angeles,TX,TX,usa,GB,yes,TRUE,Recipient,Neighbor,∑ emoji 📦,No,No,yes,no,Not delivered,
DEL0000931,,ORD0004250,ORD0004250,CUST001776,CUST001776,USPS,DHL,VP939278055,TRK74141292,2022-12-10,2022-12-10,2022-12-20,2022-12-20,NULL,2022-12-26,pending,Failed,2,3,35.93 kg,12310.0 g,44x19x15 cm,44x19x15 cm,"Tokyoo, TX","6595 Elm St, Tokyoo, TX 25917",Tokyoo,Tokyoo,TX,TX,USA,FR,no,1,Neighbor,,null,No,No,N,FALSE,,
DEL0000932,DEL0000932,ORD0001279,ORD0001279,CUST001660,CUST001660,DHL,UPS,AJ675285135,TRK15827038,2020-12-14,2020-12-14,2020-12-15,2020-12-15,12/19/2020,2020-12-19,Failed,NaN,1,5,9.27 kg,44.79,13x45x25 cm,NULL,,NaN,Chicago,Chicago,NY,NY,United States,DE,1,0,Reception,Recipient,NaN,No,NULL,TRUE,false,Wrong item,
DEL0000933,DEL0000933,ORD0002193,ORD0002193,CUST000417,CUST000417,ups,UPS,MB153501903,TRK25075382,11/26/2021,2021-11-26,12/10/2021,2021-12-10,2021-12-15,2021-12-15,Pending,Delivered,3,5,46430.0 g,32.19 lbs,18x15x8 cm,18x15x8 cm,"7657 Lake St, Jacksonville, CA 54200",Jacksonville,Jacksonville,Jacksonville,CA,CA,usa,JP,TRUE,No,Left at door,N/A,Ring bell,No,No,1,No,Quality issue,
DEL0000934,DEL0000934,NaN,ORD0004629,CUST001422,CUST001422,FedEx,USPS,NaN,TRK90956646,27-03-2020,2020-03-27,04/08/2020,N/A,,2020-04-15,N/A,Failed,3,N/A,4.56 lbs,16.45,18x55x27 cm,NaN,Philadelphia,"Philadelphia, CA",Philadelphia,Philadelphia,CA,CA,NaN,N/A,1,TRUE,,Recipient,Fragile,No,No,Y,TRUE,Damaged,
DEL0000935,DEL0000935,ORD0000957,ORD0000957,CUST001974,CUST001974,FedEx,USPS,XZ309846335,TRK19425953,11/09/2021,2021-11-09,15-11-2021,2021-11-15,2021-11-28,2021-11-28,,Returned,2,3,35030.0 g,22.88 kg,23x41x16 cm,23x41x16 cm,San Jose,San Jose,San Jose,San Jose,NY,NY,U.S.A,FR,no,Yes,N/A,null,Fragile,No,No,0,true,Not delivered,
DEL0000936,NaN,ORD0003194,ORD0003194,CUST002000,CUST002000,dhl,UPS,XQ582243042,TRK47777763,2021-10-14,2021-10-14,null,2021-10-17,11/03/2021,NaN,Lost,Returned,2,3,21.11 kg,12890.0 g,26x28x22 cm,26x28x22 cm,"Philadelphia, CA","3549 Elm St, Philadelphia, CA 18421",Philadelphia,Philadelphia,CA,CA,United States,US,false,false,,Recipient,,No,No,false,N,Quality issue,
DEL0000937,DEL0000937,ORD0003396,ORD0003396,CUST000640,CUST000640,LaserShip,USPS,QU584856323,,2022-09-20,2022-09-20,03-10-2022,2022-10-03,2022-09-22,2022-09-22,pending,Failed,2,3,47030.0 g,17.77,null,12x53x26 cm,"3083 Lake St, San Jose, TX 19683",2531 Ave San Jose,San Jose,San Jose,TX,TX,usa,GB,Y,yes,,Left at door,Call before delivery,null,Yes,yes,Y,Changed mind,
DEL0000656,DEL0000938,ORD0002234,ORD0002234,CUST001992,CUST001992,DHL,NaN,,TRK14150393,,2020-11-17,null,2020-11-29,,2020-12-07,Pending,In Transit,1,1,6.94,34.47 kg,14x13x18 cm,14x13x18 cm,1927 Blvd San Diego,San Diego,San Diego,San Diego,FL,FL,USA,GB,null,0,Left at door,Left at door,Call before delivery,No,No,Y,yes,null,
DEL0000939,DEL0000939,ORD0000346,ORD0000346,CUST001012,CUST001012,USPS,,PF934449632,TRK63343231,09-02-2020,2020-02-09,02/13/2020,2020-02-13,02/19/2020,2020-02-19,delivered,Failed,4,2,5.36 kg,,23x39x18 cm,23x39x18 cm,9759 Dr New Yrok,New Yrok,NaN,New Yrok,IL,IL,United States of America,US,false,false,Reception,Left at door,Fragile,No,No,0,N,Quality issue,
DEL0000940,DEL0000940,ORD0004117,ORD0004117,CUST000552,CUST000552,fedex,FedEx,SG817899443,TRK31661190,03/09/2022,2022-03-09,03/16/2022,2022-03-16,03/14/2022,2022-03-14,In Transit,Failed,1,5,39060.0 g,N/A,57x54x25 cm,57x54x25 cm,5827 Ln Chicago,null,Chicago,Chicago,IL,IL,United States of America,US,false,No,Neighbor,Neighbor,,Yes,Yes,TRUE,1,,
DEL0000941,N/A,NULL,ORD0000303,NULL,CUST001404,DHL,NaN,IU487533688,TRK28795252,08/07/2022,2022-08-07,10-08-2022,,08/18/2022,,DELIVERED,Delivered,3,5,NULL,11.55 lbs,11x10x9 cm,11x10x9 cm,"4084 Elm St, San Jose, PA 86437",San Jose,San Jose,San Jose,PA,PA,US,US,1,FALSE,Reception,,Leave at door,No,No,Y,no,null,
DEL0000942,DEL0000942,ORD0004832,NaN,CUST001167,CUST001167,Amazon Logistics,,AC715144210,TRK18623530,01-06-2022,2022-06-01,06/08/2022,2022-06-08,06/10/2022,2022-06-10,Returned,Returned,1,3,37.38 kg,15.63,37x10x17 cm,,3055 Ln San Diego,4978 Blvd San Diego,San Diego,San Diego,NY,NY,usa,FR,No,N,null,,Ring bell,No,No,no,N,,
DEL0000943,DEL0000943,ORD0001663,ORD0001663,CUST000908,CUST000908,LaserShip,USPS,SD515894686,TRK18839048,24-05-2021,2021-05-24,2021-05-26,2021-05-26,NULL,2021-06-04,DELIVERED,Delivered,1,3,35.88 kg,40.6,11x48x29 cm,11x48x29 cm,"Chicago, AZ",N/A,Chicago,N/A,AZ,AZ,usa,GB,true,true,N/A,Recipient,Ring bell,No,No,FALSE,No,Quality issue,
DEL0000944,DEL0000944,ORD0004172,ORD0004172,CUST000423,CUST000423,OnTrac,DHL,DL964409583,TRK56210562,2022-03-27,2022-03-27,04/06/2022,2022-04-06,,2022-04-14,Failed,Returned,3,,15910.0 g,36490.0 g,22x58x6 cm,22x58x6 cm,New York,New York,New York,New York,IL,IL,U.S.A,FR,yes,Yes,Reception,,Ring bell,No,No,yes,Yes,NULL,
DEL0000945,DEL0000945,ORD0002199,ORD0002199,CUST000124,CUST000124,,FedEx,MY446422135,TRK84321469,04/28/2023,2023-04-28,2023-04-29,2023-04-29,2023-05-18,2023-05-18,,In Transit,1,4,33.28,10340.0 g,47x57x22 cm,47x57x22 cm,168 Ave Tokyoo,"Tokyoo, IL",Tokyoo,Tokyoo,,IL,NaN,US,no,Y,,,,NULL,No,0,No,,
DEL0000946,DEL0000946,ORD0001911,ORD0001911,CUST001558,N/A,UPS,USPS,WJ456487387,TRK82556563,2023-06-23,2023-06-23,07/01/2023,2023-07-01,2023-07-08,2023-07-08,Returned,Delivered,4,2,3.11,32320.0 g,34x37x10 cm,null,"5469 Oak St, New Yrok, IL 71556","7499 Main St, New Yrok, IL 57362",New Yrok,New Yrok,IL,IL,United States,IN,No,1,Recipient,Left at door,,No,NaN,false,true,Damaged,
DEL0000947,DEL0000947,ORD0004580,ORD0004580,CUST000652,CUST000652,LaserShip,UPS,IB354677474,TRK74341348,02-02-2022,2022-02-02,02/04/2022,2022-02-04,,2022-02-06,in_transit,In Transit,2,2,10.62,39.97,24x50x21 cm,24x50x21 cm,San Diego,"7251 Elm St, San Diego, TX 28516",San Diego,San Diego,TX,TX,United States of America,GB,0,false,,,∑ emoji 📦,No,NaN,false,false,,null
DEL0000948,DEL0000948,ORD0004958,ORD0004958,CUST001009,CUST001009,OnTrac,DHL,GZ271306164,TRK52819564,2020-02-10,2020-02-10,12-02-2020,2020-02-12,,2020-02-26,in_transit,Failed,4,2,5.26,20.74,30x54x22 cm,30x54x22 cm,"San Diego, CA","San Diego, CA",San Diego,San Diego,CA,CA,United States,FR,N,true,N/A,,Leave at door,No,No,true,no,Changed mind,
DEL0000949,DEL0000949,ORD0001027,ORD0001027,CUST000484,CUST000484,USPS,UPS,OT147672994,TRK67692437,08/22/2023,2023-08-22,null,2023-09-03,2023-09-01,,pending,Returned,2,1,48180.0 g,13.78 kg,36x10x10 cm,36x10x10 cm,"1536 Oak St, Los Angeles, CA 18772","Los Angeles, CA",Los Angeles,NaN,CA,CA,US,US,TRUE,N,Neighbor,Left at door,Leave at door,Yes,Yes,N,Yes,,
DEL0000950,DEL0000950,ORD0002632,ORD0002632,CUST000354,CUST000354,UPS,FedEx,GZ163639803,TRK18922081,2021-08-24,2021-08-24,2021-09-07,2021-09-07,09/07/2021,2021-09-07,pending,null,1,4,41070.0 g,63.95 lbs,29x17x11 cm,29x17x11 cm,1400 Dr Phoenix,,Phoenix,Phoenix,TX,TX,U.S.A,IN,Yes,Yes,,Recipient,Fragile,Yes,Yes,no,0,Damaged,
DEL0000951,DEL0000951,ORD0003618,ORD0003618,CUST001518,CUST001518,DHL,,N/A,TRK94589831,01/27/2021,2021-01-27,2021-02-01,2021-02-01,02/03/2021,2021-02-03,,In Transit,4,3,34.28 kg,11.97 lbs,48x53x21 cm,48x53x21 cm,"San Franciso, CA",1469 Ln San Franciso,San Franciso,San Franciso,CA,CA,usa,FR,,1,NULL,Left at door,∑ emoji 📦,No,No,no,yes,Not delivered,
DEL0000952,DEL0000952,ORD0004378,ORD0004378,CUST001178,CUST001178,USPS,DHL,NaN,TRK98238282,11/20/2021,2021-11-20,12/01/2021,2021-12-01,11/28/2021,2021-11-28,NULL,,2,1,,45.14,40x10x26 cm,40x10x26 cm,Austin,Austin,Austin,Austin,FL,FL,United States,null,true,false,Reception,Recipient,Call before delivery,Yes,Yes,false,Y,,
